link_type,linked,text
2,0,"The top 2 % which you refer to, that gets you down to $64,000. [SEP] can you get things done"
2,0,"If you pay taxes, you ought to get tax relief. [SEP] it is not right that Vice President Bush pays less in taxes than the janitor who helps him"
2,0,"They're running millions of dollars of ads against me. [SEP] I think the President was correct, certainly, in his decision to continue the flights while the conference was going on"
2,0,I think the most important thing I've learned from this process is what I now know about John Kerry. [SEP] You pulled another Clinton on me
0,1,it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need. [SEP] We have to move into those areas with programs so that we make adequate use of the resources of those areas
2,0,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends. [SEP] I think that everything you do in public life has to be guided by your faith, affected by your faith, but without transferring it in any official way to other people."
0,1,"You can look at all the numbers, what cuts we make and what revenue we raise. [SEP] It's on a website"
0,1,"some parents are worried about those filters, that you will have to ask your kids how to put them on there.. if you can check up on them"
2,0,"I’ve heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education-wise, job-wise, safety-wise, in every way possible. [SEP] The United States of America shouldn't be blamed for the management of Mexico's monetary policy"
0,1,they want to know that you'll tell them the truth. [SEP] John Kerry and I will tell the American people the truth
2,0,they've got very -- pretty loose laws when it comes to things like credit cards. [SEP] the sad fact is that racial profiling occurs in this country
2,0,What we need to do is raise the minimum wage. [SEP] We have a long distance yet to travel in terms of fairness in America
2,0,That'll help people who want to get off welfare. [SEP] Mr. Bush wants to spend billions and trillions on Star Wars
0,1,"because they didn't have a judicial intervention where she could go somewhere and get help, I voted against it. [SEP] you got to have a judicial intervention"
2,0,"They understand.. [SEP] I've met them in Appleton, Wisconsin."
0,1,"My Secretary of Defense is going to have to make a very difficult decision in which system to go forward with. [SEP] we can't simply we've got enough nuclear weapons, let's freeze"
2,0,"we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the -- the Arabs or the Venezuelans or anyone else. [SEP] it's only temporary"
2,0,"Not done. [SEP] I think the United States must be humble and must be proud and confident of our values, but humble in how we treat nations that are figuring out how to chart their own course"
1,1,You must have mandatory testing. [SEP] You can't have voluntary testing
0,1,Ninety-nine United States senators voted for it. [SEP] I voted for the Patriot Act
0,1,"f in fact you can verify that’s you when, before the ballot is thrown out. [SEP] that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct i."
2,0,"possible defeat, loss of all the fragile sacrifice that we've made of American blood and treasure, which grieves us all. [SEP] we've also set up a task force for trade that goes after anybody who is taking advantage of American workers or businesses and not creating a level playing field"
0,1,I think we know well who's going to help clean up this environment. [SEP] Dukakis and Bentsen will be committed to that
2,0,"We’re not going to build plants that, in fact, are great polluting plants, we’re gonna build. [SEP] . [SEP] .. [SEP] I believe in the need for increased oil production"
0,1,"it can only have the effect certainly of reducing it. [SEP] when he makes statements like this, what does this do to American prestige"
2,0,we have to be intelligent in the way we go about it. [SEP] we hope that their leadership takes the right decision
2,0,there is a real difference between how the Mondale-Ferraro administration will address the problems of civil rights and the failure of this administration specifically in that particular area.. Mr. Bush picked Dan Quayle
